ra,dec,class,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroRad_r,extinction_r
206.601540633457,0.0753756541390936,Galaxy,24.6505,22.45978,20.79369,19.94176,19.56216,26.86236,21.82219,19.90228,18.97721,18.60252,3.295025,0.07271114
203.533866258419,0.281912657044976,Quasar,21.37254,20.89588,20.89623,20.67744,20.73109,21.48581,20.92719,20.9869,20.65177,20.48367,1.179337,0.07560913
203.53936260976,0.524835073932016,Galaxy,21.31183,20.02891,19.08792,18.63425,18.27122,18.44845,17.26717,16.61948,16.35889,16.11619,8.942399,0.07318689
203.607166927613,0.946518659230227,Galaxy,22.43269,20.05033,18.53819,17.90809,17.57266,28.00297,18.33481,16.70041,15.78207,15.95746,11.56362,0.05903315
205.224109339073,1.90443815911345,Star,23.0614,21.10227,20.88552,20.99944,20.90251,23.26421,21.09658,21.12404,20.93233,21.10215,1.223961,0.07492454
205.244425187181,0.151194904069203,Quasar,24.28437,21.42355,20.93614,20.74866,20.91888,23.18748,21.51524,21.00249,20.77766,21.0524,1.106087,0.08453518
206.255972573644,1.50551480801731,Star,24.22865,21.14105,20.89164,20.75901,20.74857,24.57886,21.24232,20.99322,20.92771,20.61974,1.040056,0.08031389
206.92860911941,1.42697389407284,Star,22.76595,21.57225,20.91272,20.48828,19.91116,21.24815,21.76067,20.81307,21.42485,20.02021,3.926364,0.07543398
206.930650366515,1.73082907464488,Galaxy,21.01954,19.29009,18.49643,17.95788,17.35504,19.93039,18.01153,17.06652,16.57214,16.1905,4.483132,0.07427292
205.372944685187,1.70699372807123,Galaxy,21.75445,20.17717,19.00373,18.41631,18.09919,20.47932,18.9854,17.835,17.31283,17.31567,5.446494,0.07562397
206.411168814896,0.0423131333541127,Galaxy,22.00606,21.0258,20.60902,20.39508,20.13209,19.65722,18.029,17.4876,17.19568,17.321,8.634143,0.07121535
202.036644114852,0.422801511840907,Galaxy,22.0389,20.14769,18.70058,18.20481,17.92919,20.84264,19.34862,17.97458,17.44629,17.0558,3.034467,0.07680971
203.078537582618,0.15931961538489,Star,18.35957,17.47863,17.17511,17.085,17.10131,18.50362,17.52682,17.23579,17.14324,17.16051,1.113435,0.06115644
203.088887410332,0.57730094404988,Galaxy,21.50865,19.98912,19.61206,19.26432,18.80289,18.80294,17.68952,17.16473,16.84203,16.62687,6.968486,0.07234409
203.720049472002,0.0271904494765419,Galaxy,21.07231,19.98052,19.1888,18.79422,18.58612,19.099,17.89891,17.31092,17.00366,17.03039,6.51509,0.08319418
205.432949645738,0.893119062545953,Galaxy,21.1916,19.15017,18.24273,17.8522,17.54069,20.51365,18.67725,17.74185,17.3381,16.96276,2.249198,0.0823353
205.438722500238,1.85375753640443,Galaxy,20.89944,19.33074,18.62953,18.17066,17.83466,18.85871,17.06448,16.44685,16.01957,15.80116,7.629703,0.08213983
205.966521776746,1.04779322898527,Galaxy,25.66618,22.51254,20.90035,19.98235,19.62266,25.19287,22.54428,20.77288,19.85509,19.53205,1.474376,0.08637352
206.171747884847,0.305406047258343,Galaxy,20.5959,19.07787,18.44722,17.95166,17.71325,17.64869,16.50445,15.92444,15.61895,15.49409,11.17992,0.07910542
202.384801640158,0.66330241218198,Galaxy,21.07849,19.27278,18.42483,18.05413,17.7132,20.15621,18.55988,17.67042,17.28487,17.04745,3.161143,0.08020052
202.623593087694,0.253068923400099,Galaxy,23.99763,20.81603,19.49826,18.92212,18.50641,21.87681,19.61229,18.29123,17.75551,17.32664,3.784319,0.07015666
202.624511158634,0.891989397875155,Galaxy,21.12369,19.59159,19.08136,18.78125,18.4895,18.52274,16.99781,16.65165,16.39383,16.20959,6.594167,0.07617182
205.100435037985,1.74229995297794,Galaxy,24.91316,22.25326,20.53717,19.89738,19.58307,26.13236,22.44881,20.11612,19.36918,19.21643,2.09505,0.06812963
205.130572646953,0.425949028803736,Galaxy,24.2228,21.9941,20.21074,19.55985,19.1267,24.51355,21.4112,19.54305,18.95617,18.57708,2.234809,0.07850732
205.142481697633,1.21471644573469,Galaxy,21.63194,20.27469,19.2848,18.7153,18.29521,19.92309,18.65036,17.74713,17.29366,16.93497,4.842989,0.06851535
205.147886124176,1.22708074336573,Galaxy,23.73627,22.27087,20.46422,19.7594,19.22102,29.31372,20.61264,19.34236,18.65156,18.25124,4.20737,0.06894177
205.815081707287,1.94569357058844,Star,19.19654,18.3655,18.03965,17.91567,17.88974,19.19938,18.37866,18.04726,17.96194,17.91721,1.334639,0.05943639
205.865147265042,1.89353331979367,Star,24.63415,20.76044,20.21474,19.6923,22.82676,26.02211,16.27144,15.45439,15.2272,25.195,11.90448,0.05905266
206.038026209626,1.5157285400957,Galaxy,23.06074,22.25455,20.76474,19.89282,19.3364,21.33731,21.19792,19.89061,19.30115,18.52546,3.330058,0.07544764
204.08369477584,0.380964143222383,Galaxy,21.80335,20.18009,18.87656,18.38691,17.94296,20.21966,18.6769,17.36658,16.84365,16.72795,5.968207,0.06495392
202.448443971285,0.510601573229373,Galaxy,20.89827,20.01207,19.92025,20.00345,19.97627,19.31302,18.17134,17.71745,17.55337,17.34959,8.271282,0.07543765
204.998065700301,0.0678909857137401,Star,21.5834,20.54114,20.44123,20.49715,20.17816,21.85472,20.6412,20.54925,20.5658,20.34915,1.113329,0.08406773
205.00105358785,1.5136424579145,Galaxy,20.40377,18.48724,17.71552,17.28671,16.87667,18.96017,17.20006,16.26604,15.83403,15.54991,6.009749,0.06560124
205.004341926989,0.244108593117556,Galaxy,22.7916,22.2369,20.86051,20.35231,19.83583,25.70056,21.36978,20.14474,19.32886,18.8772,2.813826,0.08505809
204.789129559743,1.02852794943705,Galaxy,20.73948,19.3061,18.27235,17.83433,17.40901,18.40636,17.24945,16.5366,16.12716,15.86407,6.951136,0.06104559
204.79034894823,1.77254111843456,Galaxy,24.75344,21.85536,20.30863,19.73086,19.10677,24.59424,20.9151,19.25769,18.55079,18.27579,2.970725,0.06677397
206.475894109935,0.872485685891036,Star,18.84454,17.88835,17.78677,17.8302,17.879,18.85272,17.93151,17.77941,17.86665,17.91607,1.469353,0.08344471
204.390465310417,1.21387127357758,Quasar,24.9068,21.14522,20.46461,19.85445,19.50602,24.9189,21.15038,20.59176,20.00603,19.62566,1.129395,0.06381003
204.402124722245,1.22169816694832,Galaxy,23.00485,21.40914,19.67436,19.10834,18.70185,21.58729,20.57443,18.6832,18.15413,17.84871,3.66885,0.0631283
205.752929215978,0.788525812745704,Galaxy,21.21957,19.48304,18.69592,18.32583,17.94288,19.48875,18.02112,17.25878,16.82259,16.43977,5.593832,0.08492202
202.116318757312,1.05921845710536,Galaxy,21.21817,19.85952,19.15232,18.65201,18.29503,19.68044,18.18578,17.57793,17.24796,17.0273,4.698688,0.07514583
202.169739843978,0.454653197252412,Star,22.6014,20.63602,19.41238,19.19644,19.05895,22.82642,20.69538,19.41503,19.27605,19.20461,1.224779,0.07938922
202.173597874625,0.0310969738236315,Galaxy,20.2307,19.29995,18.88476,18.58523,18.50683,19.40251,18.28311,17.8261,17.52017,17.29419,2.801706,0.0734376
202.208533357083,0.0608097998328039,Galaxy,21.16353,19.68683,18.89959,18.51997,18.30929,18.83787,17.42521,16.79123,16.43688,16.3504,7.208117,0.07664826
203.311932167876,1.10124296670389,Galaxy,20.69649,19.07541,18.19292,17.77556,17.44774,18.83573,17.56911,16.868,16.55492,16.37565,8.188456,0.07068624
204.969694381624,0.0360052729035934,Quasar,21.29753,19.45304,19.27197,19.17046,19.1683,21.48301,19.52615,19.33913,19.28203,19.2388,1.142975,0.07922044
204.971336003471,0.310467296438234,Galaxy,23.79568,22.18221,20.78252,20.25504,19.58359,24.55726,21.87418,20.17804,19.45223,18.60951,2.857152,0.08255923
202.269423439227,0.608329299103308,Galaxy,21.35913,19.9178,18.94306,18.48885,18.18358,19.18782,17.81088,16.9595,16.56227,16.27506,7.631741,0.08280701
202.291430051111,0.171395118851656,Galaxy,23.18217,21.93681,20.14151,19.46468,19.10117,26.819,20.78707,19.0791,18.39398,18.01756,3.231625,0.07271631
202.337877061663,0.749689332713676,Galaxy,20.5285,18.54207,17.66343,17.30377,16.96151,18.81382,16.97489,16.0918,15.68116,15.39925,7.680468,0.0813071
202.345845031518,0.629524705434837,Star,17.30749,16.18878,15.81304,15.70113,15.64443,17.36525,16.2249,15.85626,15.73263,15.69514,1.374308,0.08098347
202.358080378773,0.734106111985463,Galaxy,21.33824,19.66198,18.73522,18.27139,17.84842,19.49458,17.87009,16.96814,16.50119,16.24961,7.571335,0.08044513
205.325495571501,1.73599322372405,Galaxy,22.73892,21.91473,20.938,19.94279,19.63878,21.73557,21.14569,19.95138,19.1348,18.74397,2.969952,0.07710467
205.559794926095,1.11432725125377,Galaxy,23.74805,22.70521,20.88197,20.11391,19.62922,24.635,21.6065,19.65001,18.84192,19.0972,4.798997,0.08439262
205.591423220145,1.8380790871854,Quasar,19.61331,19.21688,19.43337,19.24509,19.31682,19.67404,19.26091,19.46179,19.23289,19.55225,1.319287,0.07720762
205.591939404656,1.86094229277267,Galaxy,23.10895,22.38079,20.56217,19.71395,19.18033,21.30216,21.32215,19.49277,18.84717,17.99287,4.105952,0.07614536
205.594394651115,1.81027302391479,Galaxy,23.8957,22.34098,20.89115,20.00202,19.53321,21.38078,21.1778,20.22158,19.34175,18.88218,3.016685,0.07611983
203.496975756333,1.1535667752481,Galaxy,22.65104,20.24127,18.79982,18.2493,17.80772,20.72838,19.14009,17.7922,17.26838,16.96777,4.226562,0.07056805
206.2122212973,0.165081259548056,Galaxy,22.09833,20.02366,19.13581,18.74824,18.48994,20.64908,18.60843,17.69864,17.29736,16.99697,4.74152,0.07544981
202.714092795738,1.10365843820275,Galaxy,23.21295,22.17817,20.3147,19.63597,19.27311,25.7513,21.73891,19.65957,19.12041,19.04649,2.479051,0.08040442
202.724848070573,1.40651783387003,Galaxy,20.57294,18.65927,17.8261,17.4213,16.92863,19.04581,17.09997,16.16801,15.69266,15.43154,6.479489,0.07782061
204.480948391364,0.542633096464001,Quasar,24.13846,21.64125,20.37682,20.27827,20.12121,24.43904,21.81646,20.34928,20.28151,20.05774,1.425552,0.07121839
205.605241975069,1.25980848519311,Galaxy,23.80563,21.61905,19.93407,19.36453,19.08179,21.0825,20.58828,19.1888,18.49954,18.16573,3.628891,0.08108856
205.671372959838,0.618924713047794,Galaxy,23.91672,22.20865,20.38616,19.72135,19.40853,27.02285,21.37587,19.12769,18.59925,18.20446,11.30426,0.07905453
205.674822031305,0.597513022390796,Star,17.80822,16.92492,16.58017,16.47265,16.42149,17.87185,16.9565,16.64263,16.51808,16.48516,1.162745,0.07897281
202.784693724715,1.84981206121813,Galaxy,21.19807,20.0148,19.408,18.99663,18.50312,19.73881,18.64203,17.7695,17.38805,17.1623,3.740936,0.06633306
202.790792197746,1.26205570826213,Star,23.20612,21.05358,20.53716,20.4806,20.27238,23.50348,21.12374,20.58376,20.56993,20.38527,1.140083,0.07846172
202.793755022744,1.0201327506631,Galaxy,24.1396,22.55524,20.77746,19.97639,19.57855,24.11325,21.84091,19.98329,19.13482,19.0134,2.8965,0.07878964
202.797687309389,1.0008928067633,Galaxy,23.32169,21.79078,19.91536,19.26044,18.70854,27.38882,24.24772,17.95283,17.2887,17.12286,9.647166,0.07923889
202.853665361438,1.98111610041328,Galaxy,20.89008,19.73848,19.50704,19.29,19.07428,18.43346,16.98231,16.50715,16.25546,16.04501,10.02088,0.0643362
202.866219485033,0.752422394146203,Star,22.14454,21.12156,20.95557,20.97432,20.61406,21.58017,21.11921,20.41034,23.56363,21.15228,4.271812,0.07335895
202.86641179183,1.10556489563052,Quasar,20.6848,19.84094,19.41622,19.05319,18.69752,20.54119,19.85251,19.4162,19.07413,18.71441,1.347151,0.07447073
203.413832111586,1.47900456290534,Galaxy,23.34736,21.07307,20.27841,19.6823,19.15233,23.95113,20.07019,19.53052,18.83836,18.54224,2.477768,0.06587422
203.525569859837,0.998939947647225,Galaxy,25.44431,22.18306,20.39153,19.68591,19.25532,19.71564,21.44135,19.4038,18.56125,18.29467,4.826791,0.06384332
203.567288882679,1.79997647297707,Quasar,20.93507,20.41334,19.89631,19.85176,19.51333,20.96121,20.47002,19.93943,19.9168,19.75681,1.166591,0.06956935
203.589175911101,0.717163972198811,Galaxy,23.39084,21.2146,19.60846,19.06999,18.60381,24.08575,20.3852,18.5669,18.02051,17.66848,4.64292,0.0703281
205.158588072418,1.93682038842445,Galaxy,21.62267,21.26262,20.57782,20.62321,20.83013,21.62979,21.30173,20.442,20.51931,19.66681,1.738475,0.07321348
205.161312113047,0.523257219606265,Galaxy,22.29102,21.30564,20.63746,19.92954,19.62036,21.95622,20.23331,19.49084,18.87105,18.67021,2.875696,0.07806016
202.498725150203,1.08495363728893,Galaxy,20.99539,18.96144,18.117,17.63642,17.21112,20.03953,18.30118,17.36868,16.98096,16.6131,2.62898,0.07921452
202.525440660215,0.729038491755095,Star,19.09115,18.24225,17.89694,17.76751,17.73358,19.13153,18.2614,17.9249,17.80655,17.80181,1.383222,0.06960784
202.542050206769,1.19683952545477,Galaxy,23.15698,21.33294,19.93924,19.26149,18.67815,27.86396,20.15464,18.5951,18.06382,17.52871,4.464856,0.08238295
202.645068324105,1.75037678498029,Galaxy,21.62384,19.8924,19.12233,18.7331,18.32709,20.56132,18.60962,17.71479,17.39835,17.01907,4.993274,0.06547432
202.646469976588,1.70219370499654,Galaxy,21.0647,19.94374,19.77724,19.52186,19.17395,18.32584,17.16388,16.8106,16.61594,16.71165,8.493419,0.06374797
205.114408110536,1.35708161589852,Galaxy,22.86771,21.48679,19.79167,19.16126,18.74766,20.81274,20.512,18.75392,18.14853,17.85664,3.821527,0.06753246
205.155599215697,1.72251302108693,Galaxy,23.67241,21.59081,19.85941,19.32,18.9195,23.31271,21.0918,19.27126,18.67199,17.99195,2.481862,0.06850124
205.093781948935,0.236719958131565,Galaxy,21.20262,19.67458,18.86062,18.63833,18.11314,19.56889,18.04795,17.29847,16.91789,16.53548,6.073019,0.08360008
205.823848401274,1.74080628240639,Quasar,19.57076,19.40108,19.23491,19.34414,19.19485,19.61048,19.39157,19.28438,19.41428,19.33208,1.435418,0.07166518
205.864626644745,0.595130647177055,Galaxy,24.15368,21.65,19.90929,19.30811,18.93478,21.78926,20.52841,19.08965,18.43195,18.42302,3.199508,0.08670671
206.052198678566,0.978432391758323,Galaxy,21.23571,18.99482,18.09237,17.70623,17.41341,20.07873,18.371,17.44528,17.01672,16.67131,2.996863,0.08840503
204.101327968395,0.746668589926917,Galaxy,23.91149,21.40005,19.6816,19.00451,18.69574,21.47934,20.49273,18.79272,18.21817,17.65247,3.453072,0.06699455
204.162290750419,1.56704792352644,Galaxy,20.43443,18.93003,18.19876,17.74742,17.37814,18.72721,17.42084,16.67712,16.25581,16.02373,5.906081,0.0663735
202.443914932198,0.708305816053082,Star,19.57639,19.22284,19.29777,19.43118,19.73757,19.65026,19.22332,19.32899,19.47127,19.73209,1.412871,0.0735436
202.453030513178,1.01788301812415,Galaxy,20.55836,19.44207,18.91525,18.61559,18.50724,18.91277,17.94903,17.60813,17.26145,17.22162,4.084683,0.07579765
202.579978915475,1.15936752352668,Star,20.89999,19.65361,19.8604,20.08959,20.15425,20.87746,19.68031,19.89282,20.10392,20.02491,1.272116,0.08042406
202.585852093738,1.37754054363367,Galaxy,24.91943,22.08558,20.33719,19.66434,19.17426,26.51916,21.29256,19.68858,18.97035,18.79354,2.195948,0.07823271
205.024456698263,0.381424932143661,Quasar,19.69519,18.92882,18.54877,18.38955,18.35807,19.72666,18.94977,18.60544,18.47097,18.32817,1.523684,0.08437223
204.801139553463,1.89539948688384,Galaxy,23.2789,22.60547,20.92728,20.02044,19.37496,24.76806,21.84161,19.91326,19.03836,18.36785,3.508149,0.064305
204.373343448878,0.192827553136738,Galaxy,23.48207,21.37902,19.55671,19.07432,18.75075,26.1557,20.73502,18.83287,18.20914,17.91989,3.125314,0.07548943
205.980349108819,0.71033511592904,Galaxy,22.49543,20.37423,19.09259,18.76597,18.30603,19.72501,18.67744,17.59418,17.14508,16.79219,5.06562,0.09282812
205.991555984994,1.57805657358722,Quasar,20.88718,19.71687,19.54949,19.45518,19.38538,21.06002,19.767,19.59523,19.54566,19.47045,1.277417,0.07346763
202.149642619817,0.322111064081212,Galaxy,19.6008,18.4623,17.98994,17.52839,17.29021,18.46403,16.98771,16.42191,16.06412,15.87416,6.480016,0.07796289
203.295553718719,0.758326220865892,Galaxy,20.69464,19.47888,19.08816,18.79332,18.66689,18.95285,17.77095,17.22669,16.89048,16.79102,5.135194,0.07245579
202.304215220643,1.99153344744859,Galaxy,20.80956,18.88083,18.06652,17.69087,17.3085,19.41305,17.59899,16.69479,16.27526,15.92594,3.882801,0.07533971
202.310954096855,0.981259726314785,Galaxy,20.57398,18.65409,17.58855,17.13023,16.78709,19.78379,17.77862,16.80532,16.37291,16.04922,3.175853,0.07729948
203.33666262244,1.41827339474792,Galaxy,22.44159,20.91225,19.64447,19.17824,18.63734,22.54952,19.51394,17.71847,17.20124,17.11536,8.101521,0.07063518
203.345251107938,0.852616706558786,Galaxy,24.93279,22.43979,20.72043,19.57123,18.96552,22.83169,20.82882,19.20527,18.31559,17.69612,4.972406,0.07350674
203.350366179363,0.415885432201182,Galaxy,20.40358,19.53092,19.46442,19.21104,18.96423,18.91666,17.99753,17.75228,17.48969,17.81788,4.469023,0.06801478
205.272109998152,1.79041539311984,Galaxy,20.12745,18.28179,17.43532,17.0195,16.61104,18.19505,16.51694,15.58015,15.13632,14.82142,7.918812,0.07991309
205.31483792285,1.13688092679469,Quasar,19.82251,19.15577,19.05271,18.92373,18.62328,19.91856,19.20472,19.10487,19.03306,18.71858,1.17663,0.08456238
205.490133940226,1.56331050498721,Star,21.17101,17.97721,16.60469,16.02832,15.70739,21.48491,18.02917,16.6601,16.10914,15.78883,1.376364,0.07284842
205.494543969213,1.89752979999511,Galaxy,21.5048,19.7224,18.73907,18.25234,17.9105,20.27001,18.33384,17.2835,16.89712,16.53808,5.081374,0.07865889
205.504954074472,1.61104510857255,Quasar,22.15191,20.68467,20.40136,20.2296,20.50394,22.14983,20.6663,20.47408,20.20381,20.1298,1.280745,0.0715124
203.499314769401,0.281949753465042,Quasar,19.10444,19.41127,18.3623,18.17212,18.23079,19.11922,19.4357,18.42435,18.23425,18.23738,1.145072,0.0751292
205.907438613821,1.58045255081971,Galaxy,22.18232,20.86529,19.72968,19.43245,19.1355,19.19266,18.36323,17.64745,17.37844,17.0892,6.720797,0.07730737
205.916669280219,1.88031249850714,Quasar,18.85056,18.65706,18.46342,18.52813,18.57176,18.86569,18.70283,18.51319,18.56834,18.6617,1.317843,0.06236003
202.718187976202,0.538397328518326,Quasar,18.40472,18.27946,18.1573,18.02118,18.04812,18.47573,18.32273,18.19836,18.05969,18.11443,1.276953,0.07072968
202.736586799958,1.85497761432915,Galaxy,25.71899,21.50657,20.17184,19.50673,18.8355,27.28884,19.87561,18.73146,18.05935,18.04906,4.226074,0.06568425
202.7437172497,0.593943935007747,Galaxy,20.87144,18.72204,17.84444,17.50001,17.06417,19.30678,17.54416,16.6037,16.17424,15.87043,4.9805,0.07369666
203.795206961666,0.207230211928701,Galaxy,20.73539,19.05462,18.13671,17.7555,17.45381,19.23947,17.67671,16.8008,16.40597,16.09794,5.277041,0.07048772
203.813406615314,1.09083827599095,Quasar,19.30562,19.16335,19.08529,18.96471,18.60443,19.25955,19.15977,18.96815,18.8054,18.44405,1.562911,0.06519075
203.831428882264,1.3717757121631,Galaxy,21.91601,19.72416,18.85888,18.46434,17.92848,20.9405,18.87561,17.83165,17.39558,17.10588,3.349903,0.06681271
204.483934722064,1.58963845924824,Star,19.34874,18.44572,18.16306,18.06414,18.05593,19.4209,18.50199,18.19647,18.11606,18.07254,1.431775,0.06847306
205.603622484064,0.135110624533333,Galaxy,24.02887,22.33297,20.6498,19.85081,19.45182,21.87736,21.71964,20.1336,19.33988,18.83162,1.981339,0.07964198
205.60897907391,0.696136439807609,Galaxy,20.52987,18.45053,17.51259,17.20202,16.82667,19.1742,17.32295,16.38923,15.96681,15.64332,4.273081,0.07618447
205.624187209527,0.565571408640069,Galaxy,25.19076,22.03969,20.22528,19.56349,19.26769,21.75049,21.26315,19.58848,18.93706,18.75743,2.377856,0.07790931
205.683666768172,0.732708933999931,Galaxy,21.67179,20.31948,19.82913,19.74944,19.60455,19.13364,18.04389,17.66129,17.3601,16.96693,8.407143,0.0823098
206.5566135119,0.184055252699415,Star,18.48214,17.25226,16.97281,16.88328,16.85265,18.51976,17.30336,17.03821,16.9401,16.92423,1.09957,0.075994
202.771093184031,0.724395370651613,Galaxy,22.52226,21.2173,19.61756,18.98583,18.6083,21.29972,20.46898,18.83232,18.26687,17.90524,2.941962,0.07459245
202.801314208439,0.277061409148364,Quasar,19.27336,18.98883,18.64714,18.44976,18.44018,19.30766,19.02405,18.67567,18.52656,18.53462,1.173029,0.06740727
202.809732216508,1.12591362374489,Quasar,21.11245,20.73739,20.66935,20.63242,20.57939,21.26754,20.81826,20.75745,20.69952,20.64133,1.292455,0.0764282
202.814950662273,1.78334799954171,Galaxy,20.56655,18.5442,17.80987,17.4168,16.87286,19.27329,17.44524,16.52727,16.104,15.76221,3.929174,0.06384216
206.582195032123,1.58505174104165,Galaxy,23.38557,21.94176,20.46235,19.78986,19.29779,21.31693,21.33769,19.73247,19.07952,18.47043,2.52753,0.07590153
206.604784904856,0.0927071088933769,Galaxy,24.36892,22.52101,20.82416,19.93214,19.45527,22.39937,21.49809,20.01728,19.02617,18.83867,3.497919,0.07305174
206.617590302241,0.128809850307658,Galaxy,25.14765,22.36091,20.67944,19.8141,19.3896,21.89544,21.30321,19.45147,18.58984,18.14367,6.291536,0.07424043
203.384400263889,1.32964669638154,Galaxy,24.36428,22.15783,20.89857,20.09071,19.55563,24.67356,21.44083,20.0383,19.1021,19.179,2.663304,0.07190888
203.397221430221,1.08991876264041,Galaxy,19.4295,18.54865,18.06326,17.54886,17.32078,17.48437,16.45904,16.00607,15.68083,15.54447,6.427885,0.07378861
202.607810015565,0.874310948186995,Quasar,20.2808,19.35027,19.25604,19.1625,19.13114,20.30074,19.41382,19.29189,19.24765,19.17468,1.365265,0.07619186
202.62011199755,1.36772151289763,Galaxy,24.41416,22.57371,20.95914,20.09745,19.55246,25.94142,22.89509,20.24932,19.40287,19.09715,3.849183,0.07885323
202.644495838458,1.31281579395356,Galaxy,21.60956,19.64057,18.74581,18.12197,17.36244,19.58767,17.68578,16.72931,16.18468,15.84,6.660344,0.08552972
205.098976373771,1.06785991671777,Star,19.52801,18.61824,18.33674,18.21736,18.18646,19.52691,18.65479,18.38943,18.27444,18.37509,1.259549,0.0688191
205.043465439732,1.25315045150573,Star,18.42447,17.49787,17.30185,17.24149,17.26666,18.46326,17.53598,17.35338,17.29531,17.32358,1.315042,0.06329896
205.05028302274,0.359880845890598,Galaxy,24.33252,22.47595,20.84699,20.13802,19.64826,21.90419,21.8125,20.31392,19.58815,18.97331,2.666068,0.08368817
205.057656135997,0.996549370419872,Star,18.99321,17.91728,17.89191,17.97537,18.07431,19.07194,17.94585,17.94583,18.03528,18.13931,1.170755,0.07290169
205.074880104431,1.29268835859459,Galaxy,21.30312,20.56509,19.97418,19.92723,19.92061,18.85737,17.84472,17.44119,17.26533,17.25676,8.237705,0.06552195
205.812046276588,0.60748235428885,Galaxy,21.25606,19.94921,19.03244,18.63373,18.18634,18.47018,17.16644,16.50152,16.10287,15.82995,9.314974,0.08999988
204.115968095397,0.505753437467215,Galaxy,20.90154,20.03576,19.22334,18.80755,18.75974,19.13657,18.15348,17.59518,17.28428,17.11487,4.631314,0.06904361
204.13000071379,1.06463633249245,Galaxy,22.98308,20.45662,19.01552,18.49174,18.0871,20.8811,19.68666,18.18965,17.65257,17.41493,3.190478,0.07095509
202.482983857792,0.388514509542039,Galaxy,22.33596,20.91555,20.09715,19.45026,18.77238,19.33652,18.7943,17.75904,17.34998,17.10625,9.371659,0.07132193
204.776722792119,0.643865376841102,Galaxy,21.68765,20.47522,19.79618,19.41327,19.3854,19.04781,17.75227,17.26499,16.96983,16.73007,8.448587,0.07222038
204.802760590988,1.88664346168007,Galaxy,20.92576,19.26135,18.46714,18.1244,17.71866,20.2608,18.60251,17.72742,17.35568,17.12338,2.48138,0.06424516
204.814682267869,1.8870938912972,Galaxy,22.44674,20.97647,19.39824,18.88027,18.33531,24.34802,19.85523,17.96649,17.33929,16.9157,5.609547,0.06387745
204.36032695129,0.974607316826015,Quasar,18.24709,18.2967,18.11703,18.0989,17.60239,18.12138,17.99493,17.57978,17.38362,16.95943,3.451247,0.06376012
204.37122098943,1.28611079061558,Quasar,19.39587,19.20654,19.08616,18.80942,18.76404,19.42503,19.22866,19.1447,18.84171,18.76908,1.310719,0.06548654
204.381906673398,1.81903878809637,Galaxy,20.41065,18.4228,17.53744,17.15938,16.77823,19.87317,17.67049,16.72775,16.28015,15.97211,3.631151,0.07650703
204.404812592849,1.48039675714137,Galaxy,23.49251,21.57407,19.93896,19.25154,18.82795,23.12491,20.68165,18.90696,18.20885,17.88686,3.844808,0.06450743
205.983700367783,0.183248174525041,Galaxy,23.66442,21.675,19.93344,19.44657,19.03603,22.41568,20.54221,18.83044,18.30211,17.89023,3.356298,0.07558933
206.024859053683,0.164240006749885,Star,19.73508,18.82902,18.58534,18.48799,18.57738,19.80711,18.86578,18.64054,18.54478,18.62918,1.131611,0.07510542
202.145649194012,0.523729224251782,Star,20.11794,18.75772,18.12082,17.96616,17.87135,20.04214,18.76631,17.7263,17.992,17.8812,2.129599,0.08053724
202.1992596972,1.11903302919989,Star,16.72599,15.62854,15.13822,14.93856,14.84974,16.79565,15.6723,15.19155,14.99637,14.9159,1.200861,0.07753257
202.993438474658,0.164524391133371,Galaxy,22.43846,20.38138,19.3393,18.8627,18.35716,21.67464,18.51638,17.62652,17.20653,17.32331,6.067129,0.06521638
203.033069465707,0.362601502968409,Galaxy,21.01692,19.65476,19.2984,18.84989,18.54689,18.24922,17.17755,16.76369,16.44417,16.45828,7.340528,0.06265838
203.03710319898,1.15417153899113,Galaxy,23.85474,22.19952,20.73278,19.73712,19.27023,24.65463,21.41167,19.93452,18.98634,18.4347,2.602343,0.07877836
203.098016978154,1.52331838242602,Galaxy,21.06611,19.46995,18.88133,18.479,17.91281,19.69678,18.03812,17.18387,16.77288,16.47019,4.596629,0.07900368
203.283890571944,1.04270357746827,Star,17.53049,16.38892,15.96687,15.84712,15.81049,17.56708,16.41479,16.0294,15.90194,15.88186,1.333596,0.07001864
204.939059748459,0.162825511816786,Quasar,19.23205,19.20247,19.17581,18.91327,18.82723,19.27989,19.23645,19.21227,18.9413,18.92888,1.183771,0.084866
204.949175592182,0.712359938019046,Galaxy,23.64145,21.46053,19.71699,19.07532,18.84735,22.28452,20.73029,18.97532,18.34518,18.02397,2.911323,0.07667225
202.33779487633,0.991338344786789,Galaxy,21.37537,20.10929,19.38764,19.04318,18.82614,19.20492,18.11036,17.55702,17.28801,17.20879,5.785856,0.07652622
203.339512298943,0.0470981545929827,Galaxy,20.89321,19.17795,18.38487,18.04713,17.63616,20.08019,18.33375,17.47571,17.10002,16.80575,3.310519,0.07364336
205.299813899156,0.962307804366372,Quasar,21.42871,19.73157,19.53116,19.28622,18.99842,21.42096,19.75095,19.5442,19.3097,19.06899,1.288965,0.08044124
205.304895434842,1.00776874190924,Star,19.26743,19.24907,19.5111,24.36167,21.8322,19.35422,19.38663,19.7387,24.36186,22.00864,1.048408,0.08191708
205.520817293813,0.718129774668963,Galaxy,19.51321,18.66291,18.4743,18.42526,18.38218,17.88637,16.94161,16.5277,16.33361,16.12621,5.234662,0.078468
